0	230.0	0.0
1	224.0	0.0
2	186.0	0.0
3	179.0	0.0
4	172.0	0.0
5	107.0	0.0
6	168.0	0.0
7	139.0	0.0
8	181.0	177.4928536992297
9	249.0	183.33144805455274
10	233.0	195.772301278938
11	192.0	182.6756517243926
12	146.0	171.18500393427254
13	273.0	186.36975451845822
14	287.0	217.65235785407663
15	229.0	214.31153153153153
16	243.0	224.37817997820332
17	268.0	234.36051491418098
18	177.0	233.16546376083798
19	131.0	214.6826079898303
20	152.0	209.3601930972165
21	276.0	228.2121975669891
22	232.0	221.49616882140197
23	219.0	214.02667740203972
24	201.0	211.31678317313694
25	176.0	205.4462776490415
26	152.0	190.94420161249428
27	216.0	193.74876347316635
28	234.0	202.99787937521378
29	242.0	216.75166674958953
30	228.0	211.6272985968011
31	221.0	210.21419666510832
32	223.0	210.76587450333608
33	156.0	205.99423739767343
34	179.0	206.9524276267653
35	241.0	214.24204405654976
36	279.0	222.43226464349812
37	237.0	222.463386950537
38	246.0	222.77063932196296
39	184.0	220.23117721382903
40	153.0	212.04752111968344
41	184.0	206.91326450315128
42	249.0	215.3480848079583
43	292.0	229.31625368348332
44	279.0	233.50323303457105
45	245.0	229.86600938967135
46	176.0	223.90102895188136
47	216.0	219.84731535420713
48	186.0	221.3342472564674
49	260.0	229.63917810641178
50	282.0	240.74719563823615
51	367.0	255.54021923730122
52	289.0	254.19886779512197
53	266.0	253.6379301405617
54	180.0	250.3371626123771
55	197.0	251.482759375456
56	186.0	248.44350044826018
57	267.0	254.32291883852616
58	227.0	252.46274047569827
59	239.0	246.98807366564466
60	174.0	230.52897107495184
61	144.0	216.13432719122207
62	204.0	201.80679175487174
63	253.0	205.87774919091305
64	257.0	213.30895641167035
65	272.0	223.9299173317819
66	257.0	223.92508055200923
67	253.0	227.1019431146156
68	186.0	223.97798008092127
69	213.0	227.63264385176922
70	289.0	237.47265172812965
71	354.0	256.00557324840764
72	386.0	273.763206808631
73	345.0	282.16610613896717
74	675.0	341.8840584224646
75	491.0	346.8099942450361
76	348.0	366.5626417431396
77	194.0	381.5471994766472
78	268.0	381.30611054347634
79	206.0	374.829961252987
80	208.0	356.1864031221249
81	203.0	334.32153908912665
82	150.0	314.4090076852999
83	177.0	255.38938890768216
84	177.0	219.09344954250986
85	220.0	198.16637934245568
86	208.0	201.25513186231026
87	182.0	193.43432270095124
88	193.0	190.64773338899133
89	149.0	188.8047833562757
90	156.0	181.22438187506307
91	268.0	180.91730067415
92	254.0	195.71945641172732
93	303.0	209.45970765774675
94	299.0	219.5409907735321
95	227.0	225.5707415005081
96	146.0	227.2416289639867
97	174.0	223.12917448698204
98	288.0	229.5290630415235
99	247.0	244.93771247343415
100	262.0	242.82736958339586
101	259.0	243.68278337637062
102	248.0	237.92669632917293
103	187.0	230.5247666875723
104	179.0	225.171829626713
105	250.0	230.51007001340682
106	261.0	240.55580648360788
107	269.0	237.76093264634932
108	237.0	239.30552543208478
109	218.0	235.78102591059238
110	131.0	227.6633176215279
111	154.0	213.6614070586846
112	244.0	213.25442090445205
113	259.0	221.9188458567803
114	165.0	220.30908493952688
115	196.0	209.43971634076692
116	185.0	200.40669544381888
117	121.0	193.65483863773224
118	125.0	180.48688882142275
119	164.0	180.75078981036972
120	221.0	183.38601730507762
121	205.0	179.81359032903313
122	157.0	172.41314685684148
123	163.0	171.55011027677642
124	95.0	165.9413491476939
125	116.0	155.0239853806083
126	200.0	156.56649122422075
127	211.0	166.28234704727916
128	239.0	173.35771539780973
129	227.0	175.2658725555588
130	218.0	177.77893997724027
131	136.0	182.0350058068111
132	150.0	179.33957045108
133	252.0	187.60323877434732
134	234.0	204.56230858729302
135	266.0	209.5701292429653
136	275.0	216.95681298508904
137	224.0	219.8531468180654
138	141.0	217.57019788891614
139	166.0	208.59367981208604
140	231.0	213.75609574044586
141	273.0	224.99414796982188
142	247.0	226.8212999644341
143	204.0	227.2880490115685
144	234.0	220.3612797348911
145	111.0	213.93740393636872
146	141.0	199.51842203697765
147	256.0	201.38800180557197
148	215.0	212.1573650566442
149	249.0	210.46351285673586
150	234.0	207.2796221756015
151	200.0	205.4685449385052
152	88.0	204.14001594565372
153	138.0	185.79083505803413
154	255.0	190.6195816025795
155	269.0	205.69503124406492
156	257.0	207.24048331313043
157	240.0	211.9488999228995
158	221.0	210.3818249557298
159	110.0	206.32466229206375
160	123.0	195.3238625228312
161	261.0	202.34617298152838
162	285.0	218.59622173902878
163	259.0	221.60354272308797
164	218.0	0.0
